Functional Consultant - Oracle,"3M - TCOEBengaluru, Karnataka",na,"
About 3M - TCOE
 The team in India will enable 3M Company to further expand internal capabilities in Digital, Infrastructure & Applications, Data & Analytics, and IT Operational Excellence. The 3M Technology Center of Excellence will enable 3M to advance innovation at a faster pace, drive our digital transformation, and help define whats next: our new products, solutions, and ideas to improve lives around the world.
 Job Description
 Company Overview:
 Collaborate with Innovative 3Mers Around the World
 Choosing where to start and grow your career has a major impact on your professional and personal life, so its equally important you know that the company that you choose to work at, and its leaders, will support and guide you. With a diversity of people, global locations, technologies and products, 3M is a place where you can collaborate with 93,000 other curious, creative 3Mers.
 For more than 30 years at 3M, Ive seen firsthand how its a place where curious, creative and collaborative people thrive and build a rewarding career. As a leader in this company, my goal is to ensure each 3Mer sees and feels the positive impact were making around the world Mike Roman, chief executive officer and chairman, 3M

 Job Description & Responsibilities:
 Leads requirements analysis, validation and verification & ensure that requirement statements are complete, consistent, concise, comprehensible, traceable, feasible, unambiguous, and verifiable 
Elicits requirements using interviews, document analysis, surveys, site visits, business process descriptions, use cases, scenarios, business analysis, competitive product analysis, task, and workflow analysis, and/or requirements workshops. Collects and analyzes the project's business requirements and transfer the same knowledge to the development team
 Communicates (verbal and written) with business units that rely on that information to define system requirements or organizational processes and company management. Balances technology and business issues as well as communicates appropriately with both technology and business experts 
Facilitates requirements prioritization based on business value
 Reviews and/or prepares system documentation and specifications in accordance with methodology. Develops wire frames, workflows, use case diagrams, flowcharts, and other analysis-type documentation
 Develops test scenarios and test cases, and testing activities necessary to assess the quality and completion of system implementations
 Collaborate with development team to create system requirements for the business requirements
 Manages requirements traceability information and track requirements status throughout the project. Manages changes to requirements through effective use of change control processes and tools
 Performs data analytics using SQL and other tools as necessary
 Collaborate with development team to create system requirements for the business requirements
 Leads small teams of analysts to produce targeted results. Assists in enforcement of project deadlines, schedules, and methodologies 
Suggests areas for process improvement along with possible solutions

 Experience Required:
 4 years experience implementing IT solutions in a global business environment
 3 years experience with Oracle E-Business Suite either in the Order to Cash, Financials or Supply Chain Management space
 3 years' experience as a business analyst in private, public, government or military environments (large and small projects)
 Oracle SCM Business Analyst experience (Large - Implementation, integration/enhancement) for Global project

 Experience Desired:
 Experience using Oracle Middleware solutions including SOA Gateway and Oracle B2B
 Experience managing strategic relationships with global business partners, vendors, and customers
 3rd Party application experience

 Education and Training Required:
 Bachelors degree in Computer science, Business, or related field (completed and verified prior to start) from an accredited institution
 Primary Skills:
 Proficient in Microsoft Project, MS Office applications including: Word, Excel, PowerPoint and Outlook Understand all aspects of software development lifecycle
 Understand various SDLC methodologies (Agile, Scrum, Waterfall etc.)
 Comfortable with other application/ERP (3rd party relationship)
 Solution/Architecture oriented
 Basic backend SQL skills
 Able to gather business requirement
 Excellent documentation skills

 Additional Skills:
 Strong communication, facilitation, and presentation skills across technical and senior operational management audiences
 Excellent verbal and written communication skills with the ability to define problems and provide recommended system changes
 Strong analytical, organizational, and problem-solving skills
 Demonstrates ability to work independently under time constraints and manage multiple priorities
 Good understanding of Oracle EBS table structures and basic SQL knowledge
 Demonstrates ability to recognize recurring issues that should be proactively remediated
 Lean/Six Sigma Green belt (or other process improvement disciplines)
 Familiar with various IT and PM tools JIRA, RTC etc.
 Oracle Inventory, Oracle Purchasing (Direct Materials), Oracle Cost Management Oracle BOM, Oracle WIP Oracle Quality, Oracle MRP, Oracle Advanced Supply Chain (ASCP), Oracle WMS, Oracle Engineering, Oracle XML Gateway, Oracle Order Management, Oracle Shipping Execution, Oracle Advanced Pricing, Oracle WMS 3rd Party: Software, Oracle SOA, Enovia
 Understanding of financial processes and data flow from subledgers to a general ledge

 experience_range : 2-5 years 
 skills : Oracle / SQL",na
Hiring Android Developer for LTI_ PAN India,"Larsen & Toubro Infotech Limited1,313 reviewsMumbai, Maharashtra",na,"Android Engineer:


Proven software development experience and Android skills development
Proven working experience in Android app development
Having hands on experience with Kotlin
Having experience of Unit Testing, Mock Testing, UI Testing and snapshot testing
Having experience of memory profiling and integration with monitoring tools like APP D
Having strong knowledge around security aspect of mobile development (SSL Pinning, App Linking (Universal Linking for iOS), encryption/decryption, Secure Hardware etc.)
Having knowledge of publishing App to Play Store
Experience with Android SDK
Experience working with remote data via REST and JSON
Experience with third-party libraries and APIs
Working knowledge of the general mobile landscape, architectures, trends, and emerging technologies
Solid understanding of the full mobile development life cycle.
 5.00-10.00 Years",3.7
Specialist,"Larsen & Toubro Infotech Limited1,313 reviewsBengaluru, Karnataka",na,"ïƒ˜ Good Knowledge in SCCM tool for Imaging, Deployment and Patch Management. 
ïƒ˜ knowledge and troubleshooting experience of Lite-Touch, Zero touch Deployments, WDS/PXE Issues, Sysprep tool, WinPE 
ïƒ˜ Expertise and prior experience in designing large scale OS migrations (Window 7/ Windows 8 to Windows 10) using USMT 
ïƒ˜ Knowledge of hardware components 
ïƒ˜ Knowledge of driver integration 
ïƒ˜ Expertise in VBScript or PowerShell ( preferred) for automating daily system administration tasks is required 
ïƒ˜ Knowledge and working experience on Microsoft Intune. 
ïƒ˜ Knowledge in application packaging and application virtualization in tools like Admin Studio. ORKA/APP-v etc. 
ïƒ˜ Knowledge of other OS Deployment solutions SCCM 
ïƒ˜ Design agreed standard operating environment Software Configurations for managed Hardware based on specified functional requirements and the image management procedure. 
ïƒ˜ Build standard operating environment Software Configurations that reflect agreed functional needs and specifications based on the operating environment design 
ïƒ˜ Operating System Deployments using SCCM deployment tools 
ïƒ˜ Responsible for Deploying Images and also for Trouble shooting 
ïƒ˜ Review the disaster recovery plan for any needed changes 
ïƒ˜ Expertise in Installation, Design and Managing SCCM Infrastructure. 
ïƒ˜ Should have a deep knowledge in Software distribution, Patch Management using SCCM 
ïƒ˜ Should be able to create custom scripts for gathering the inventory from clients. 
ïƒ˜ Should be able to handle test and release of applications and Patches using SCCM 
ïƒ˜ Should be able to set various access controls on the SCCM console 
ïƒ˜ Application Packaging using SCCM or any other packaging tool 

 7.00-12.00 Years",3.7
Functional Consultant - SAP FICO,"Walmart236,225 reviewsChennai, Tamil Nadu",na,"
About Walmart
 Human-led and tech-empowered since 2002, Walmart Global Tech India delivers innovative solutions to the biggest retailer in the world Walmart. By leveraging emerging technologies, we create omnichannel shopping experiences for our customers, across the globe and help them save money and live better. Imagine working in an environment where one line of code can make life easier for hundreds of millions of people, and put a smile on their face. Thats what we do at Walmart Global Tech. Were a team of 15,000+ software engineers, data scientists, and service professionals within Walmart, the worlds largest retailer, delivering innovations that improve how our customers shop and empower our 2.2 million associates. A core philosophy at Walmart is operating with everyday low cost (EDLC). We use technology to operate smarter and deliver everyday low prices (EDLP) to customers and members.
 Job Description
 Minimum qualifications:
 Bachelors degree in Computer Science or ICWAI or CA.
 5 to 8 years experience in SAP FICO.
 Proficient in Finance modules including General Ledger (GL), Accounts Payable (AP), Accounts Receivable (AR), Fixed Assets (FA), Cost and Profit Center Accounting (PCA) and Internal Orders.
 Proficient knowledge in EBS, DMEE, Payment files, Correspondence, IDOC, Interface, Integration with cross functional systems.
 Able to take ownership in solutioning, should be handling independently and groom junior team members.
 Co-ordinate functional requirement gathering and designing activities across multiple teams, Information Technology Groups and business stakeholders to collaboratively develop effective solutions.
 Knowledge of SAP FI/CO configurations based on business requirements.
 Pro-Active in finding improvement opportunities. Should be capable of driving projects/enhancements independently.
 Should have experience in FUT and Integration testing
 Should have good experience in SAP Solution Manager and Transport Request Management
 FICO Integration knowledge on other modules such as MM, SD, PP, WMS and PS is also required.
 Should have good understanding of SAP Project Implementations, Integrations and Finance Peripheral Applications.
 Experience in working with the Technical team with a strong communication skill
 Experience in Stake holder management on large/small projects
 Should work 24/7 shifts.
 Additional Qualifications:
 Worked Retail industry
 ABAP Debugging
 Exposure to SAP security, BASIS, PO, IS-Retail, SD, Interface with Non-sap systems
 A continuous drive to explore, improve, enhance, automate and optimize systems and tools.
 Excellent oral and written communication skills.

 experience_range : 5-8 years 
 skills : SAP FICO / SAP ABAP",3.4
UI designer,"Larsen & Toubro Infotech Limited1,313 reviewsHyderabad, Telangana",na,"

Job Title: UI designer


 Experience: 3-5yrs
 
   Â 
  

Location: Chennai, Mumbai, Bangalore, Hyderabad, Kolkatta, Pune, Nagpur, Coimbatore
   


    Â 
   
Mandatory Skill: INTERACTION-DESIGNER
  

    Â 
   
Job Description


    Mandatory Certificate: Oracle certified Java professional
   

Key Responsibilities:• You will partner with operational users, business analysts and developers and product owners to understand user and system requirements
   

You will illustrate design ideas using storyboards, process flows and sitemaps
You will prepare and present design ideas to the product owner and operational teams
You will design and code process workflows, page navigation and GUI elements
You will conduct/code workflow and layout adjustments based on user feedback
You will work within an Agile framework (SCRUM) to deliver results, working cohesively with the rest of the team
You will guide the development team in the design of the user interface
You are expected to assist the testing engineers in developing automated user interface testing


 Technical Skills:• 5+ years of software development experience, with at least 2 years of that focussing on UI/UX
   

Experience with Angular 9+ and Material Design
Experience with the following web technologies – TypeScript, RxJS, SASS/CSS, HTML5, GIT version Control
Should have knowledge NGRX or Redux
Experience consuming Restful API
Good understanding of Java 8 is a plus
Knowledge of source code version – Bitbucket a plus
Experience with JIRA is a plus
Experience working within an Agile (SCRUM) methodology a plus


 Business Skills:• An understanding of the Treasury Funding domain and knowledge of financial services industry is a benefit
   

Should be dedicated and demonstrate skills in communication, problem solving and collaboration.


 Organisational:
   

You should be able to work in an Agile team environment, taking responsibility for implementation, provide status updates, identify and escalate risks and present solutions to peers and business groups.
You should have good organisational and prioritisation skills
You are self-motivated, independent and take the initiative


 We offer:• Opportunity for professional development in the international and multicultural organization
   

Developing opportunities and challenging assignments
Attractive and stable employment conditions
Social benefits (medical care, Benefit System, life insurance, pension scheme)
Flexible working hours
Partial Remote work possible




 3.00-5.00 Years",3.7
Senior Manager Software Engineering,"Optum4,655 reviewsChennai, Tamil Nadu",na,"
Job Category: Technology
 

 Job Requirements 


Bachelor's Degree in Computer Science, related field, or equivalent 
At least 14+ years of experience in professional software development with at least 6+ years in an engineering management role. 
Hands-on experience with software architecture, applications development life cycle and project management of web applications and services 
Experience in developing enterprise applications preferably using Java, Spring, JavaScript UI frameworks and public cloud 
Experience in using data exchange formats like XML and JSON 
Database development using RDBMS, SQL/Hibernate and NoSQL data stores like MongoDB 
Use of Java IDE (such as IntelliJ) with debugger experience 
Practical application of common OO design patterns and SOLID principles 
Prior experience in test-driven development and CI/CD 
Strong DevOps experience with coordinating release deployments to production




 Must Have 


Strong problem solving, analytical and logical thinking skills 
Very good verbal and written communication skills 
Experience in leading agile cross-functional teams to deliver high-quality and scalable solutions




 Technology Careers with Optum. Information and technology have amazing power to transform the health care industry and improve people's lives. This is where it's happening. This is where you'll help solve the problems that have never been solved. We're freeing information so it can be used safely and securely wherever it's needed. We're creating the very best ideas that can most easily be put into action to help our clients improve the quality of care and lower costs for millions. This is where the best and the brightest work together to make positive change a reality. This is the place to do your life's best work.SM
 


 Diversity creates a healthier atmosphere: UnitedHealth Group is an Equal Employment Opportunity/Affirmative Action employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, age, national origin, protected veteran status, disability status, sexual orientation, gender identity or expression, marital status, genetic information, or any other characteristic protected by law. 
  
 UnitedHealth Group is a drug-free workplace. Candidates are required to pass a drug test before beginning employment.
 


 Country: IN 
  
 Overtime Status 
   Exempt 
  
 Schedule 
   Full-time 
  
 Shift 
   Day Job 
  
 Telecommuter Position 
   No
 

 6.00-14.00 Years",3.4
LTI : Hiring : SAP FICO Architect,"Larsen & Toubro Infotech Limited1,313 reviewsMumbai, Maharashtra",na,"Job Description:
 1) 7 to 8 years experience in SAP FICO 
2) Good Knowledge In FI & CO 
3) Work Experience in different Interface 
4) 1 / 2 experience in End to end implementation 
5) Architect, design, communicate, and deliver innovative end-to-end solutions. 
6) Engage with leading customers and strategic partners to identify and define solution requirements. 
7) Leverage extensive knowledge of industry practices, software solutions, and methodologies to make technical recommendations on complex problem resolution, coupled with an approach that utilizes repeatable, efficient processes and best practices. 
8) Performing integration architecture and infrastructure design activities. 
9) Good communication skill 
10) Able to handle system individually 

 7.00-12.00 Years",3.7
Node JS/Type Script Developer and Sr. Developer,"Larsen & Toubro Infotech Limited1,313 reviewsBengaluru, Karnataka",na,"

Node JS and Typescript developer 
Who do we need on the team, and what will you be doing? 
 

A passionate programmer, ready to think and solve innovatively. 
A curious mind to learn new things. 
A can-do attitude. 
A fun-loving person who also wishes to make a difference in work. 
Have worked on multi-cultural team. 
Have been working with product development team. 
Good to have someone working with payments and related systems. 
Who are you, and what experience will you bring? 
 

4+ years in Software Development 
Experienced backend developer in Typescript, JavaScript, Nodejs and AWS. 
Have a desire to make a difference. Wanting to deliver outstanding results for our customers is what we strive for. 
Have full knowledge on API design and developments. 
Have worked on Postgres DB. 
Have worked on scalable systems. 
Challenge yourself! Step outside your comfort zone and try new things. 
Being a Team player is a must as we work together and support each other to deliver amazing results. 
Great attitude and excellent Tech Lead. 
Strong technologist in the stack outlined 
Have worked in cloud AWS, azure 
Good communicator likes to have fun around the team and bring out the best in them.


 4.00-8.00 Years 
 Bachelor Of Technology (B.Tech/B.E)",3.7
Gameplay Programmer [Just Dance],Assassin's CreedIndia,na,"JOB DESCRIPTION 

 . Cooperate with game designer to program the game according to game design document 
. Identify potential techniquerisks basedon game designrequirement inearly stage 
. Work with artist to implement the user interface, graphic and animations 
. Work closely with backend programmer to ensure the quality of data communication between bothend 
. Ensuring thecode and feature with high quality and stability 
. Help other programmer in the team when necessary to ensure smooth user experience through all parts of the game 
. Cooperatewith theproducer to establish feasible working plans according to the mandate 
. Help the producer to implement the plan by checking the work progress of the code team regularly 
. Work with the team to improve production process and establish best practice 
. Document the code and design toshare with others 
. Carry out all other related tasks. 


According to project and planning requirements, develop Gameplay system- Work closely with the artist to promote the quality of implementation including user interface, graphics, animation, etc.
Work closely with the server programmer to ensure the quality of data communication between both ends
Can Help the team to optimize the workflow, support each other with team members in related fields, provide documentation support for technical solutions, and share technology with team membersQUALIFICATIONS
 . At least 3 years' experience of games development in both online and offline projects 
. Bachelor's degree in a relevant subject or equivalent industry experience . Strong C & C++ skill 
. Good knowledge of standard algorithms and knows how to use them according to project needs 
. Strong analytical and synthesis skills . Strong ability in problem solving and adapt to change 
. Experience in the design and implementation of various game systems, including game object management, animation, gameplay scripting, user interface and online networking . Strong communication (oral and written) in English and collaboration skills. 


Have complete game project development experience or game experience Experience in game development related projects, experience in console development projects or online game development is preferred.
Good C/C++ foundation, good engineering development ability
Good software system design, implementation ability and experience, as well as relevant game system development and use experience, Including but not limited to: Agent, behavior tree, animation tree, generation and following of pathfinding, network synchronization, etc.
Good problem analysis and problem solving skills, strong initiative and teamwork Competencies
Good communication skills in English, both oral and writtenADDITIONAL INFORMATION
 Bonus Points 
. Console game development experience 
. Problem-solving skills 


What you will also get:


An international working environment
FUN Culture
Lots of love from your colleague
",na
Sr Full Stack Developer,"Randstad Offshore Services Private Limited17,002 reviewsHyderabad, Telangana",na,"
 Job Title : Sr Full Stack Developer
 
   Location : Hyderabad
 

   Shift: Split/afternoon Shift
 

 The Sr. Angular Developer has responsibility for both the front end (using angular.js) and back end (using express.js and node.js) development of large-scale, complex product websites where code quality and performance are paramount. The position will function in a highly dynamic, collaborative environment, with tight deadlines and the need to effectively work within a multi-functional development team and Agile development environment. 
   The profile of the candidates will include: Ability to ramp-up and adapt to new teams and requirements 
  
Proven experience (5 + years) development of large-scale web sites in an agile environment. 
Experience working with REST architectures and creating REST APIs using express.js 
Experienced with presentation layer languages, tools, and in particular using angular.js 
Familiarity with best-practices for usability and accessibility standards 
Experienced with tools and techniques for improving client-side application performance. 
Strong software design, problem solving and troubleshooting skills. 
Experienced writing standards-compliant code. 
Eagerness and willingness to pick up new technologies



 Technical Requirements: 
  
Required Experience & Technical Requirements: 
Highly experienced in web development using HTML 5, CSS 3 and advanced JavaScript 
Must Have - Highly experienced working with Angular.js 
Angular 4 or 5 
Highly experienced performing unit testing of JavaScript using Jasmine or Mocha. 
Must Have - Experience working with Node.js on the backend using Express.js as they are applied within the context of a RESTful architecture. 
Highly experienced working with AJAX and a solid understanding of object-oriented JavaScript design patterns 
Experienced working with data in both JSON and XML. 
Experienced working within agile development processes 
Experienced in building systems using reactive design patterns is preferred 
Understands building modularized Angular Components 
Experience with SCSS or LESS (evolution of CSS technology) is nice-to- have 
Experience using source control 
Be able to take direction 
MySQL in the cloud 
Experience with AWS 
ChartJS or GeoCharts is a plus 
Jira, Git/BitBucket



 5.00-10.00 Years",3.7
Automotive Test Engineer for automation,"Brigosha Technologies Private LimitedBengaluru, Karnataka","₹5,00,000 - ₹15,00,000 a year","
Automotive Test Engineer for automation
 Experience : 2 - 8 years 
  LOCATION : COIMBATORE/ BANGALORE
 

 Required Skills : 
 Profile: Automotive Test Engineer for automation 
   Mandatory Skills 
   â— experience in embedded controller networks (CAN, LIN) and the use of 
   ECU diagnostic and network communication tools to verify and 
   troubleshoot distributed vehicle systems (e.g. CANoe, CANalyzer, Vehicle 
   Spy) 
   â— Software quality assurance certification applicable to embedded software 
   (ISO 26262 - Functional Safety, Automotive SPICE, ISTQB, ASQ, TMMi, 
   etc.) 
   â— Familiarity with setting up test environments using LABCAR and test 
   execution using the same. 
   â— Experience in development and execution of functional test procedures 
   within a software or vehicle testing organisation 
   â— Experience with development and verification of embedded software using 
   hardware in the loop equipment and software (E.g. dSpace, National 
   Instruments) 
   â— Ability to develop software with compiled and interpreted languages 
   including Python, perl, CAPL etc 
   â— Knowledge of software testing or quality assurance methodologies 
   â— Ability to read and understand electrical and functional specifications of 
   embedded controllers, wiring, switches, sensors and actuators 
   â— Ability to use MS Excel, Project, PowerPoint, Visio (SharePoint preferred) 
   Preferable skills : 
   â— Experience in Perl or Python Scripting 
   â— Experience with dSpace hardware architecture, design, setup and 
   troubleshooting 
   â— Experience with dSpace Control Desk and Automation Desk 
   â— Interpersonal skills (Networking, negotiation, and tolerance): 
   â— The ability to work with cross functional, multi regional, internal and 
   external teams that can have different priorities 
   â— Ability to manage urgent situations and manage priorities 
   â— Tolerance to ambiguity and dealing with complex engineering problems 
   â— Ability to make decisions with minimal supervision and limited information 
   â— Clear and concise spoken and written communication skills are critical for 
   this position since the engineer is responsible for gathering engineering 
   requirements, negotiating during tradeoff analysis and documenting testing 
   solutions
 

 2.00-8.00 Years 
 Masters in Technology (M.Tech/M.E/M.Sc), Bachelor Of Technology (B.Tech/B.E)",na
Senior Site Reliability Engineer,"Lululemon India Tech HubBengaluru, Karnataka",na,"
About Lululemon India Tech Hub
 The Hub is key to our business strategy. Weve grown quickly since our inception in 1998, and our continued global growth through market expansion is one of our five goals. We believe that this strategic investment in the India Tech Hub will support our growth, elevate the athletic apparel shopping experience and increase the global talent pool for our current and future technology needs. The India Tech Hub will help us work smarter and faster across our business's value chain by unlocking the power of data and technology. In this centre, development work will focus on AI, Machine Learning, and Data Science. Through the Hub, we will expand our capabilities in Product Systems, Merchandising and Planning, Digital Presence, Distribution and Logistics, and Corporate Systems. The team in India will work as an extension of the global Technology team on projects of strategic priorities.
 Job Description
 Role Requirements:

 Lead a team of engineers in an SRE work stream
 Coach and contribute to the development of technical team members through mentoring and feedback
 Continue to identify opportunities for improvement and organize efforts/team members needed to address the areas of improvement
 Work closely with technical and business partners to support and drive solution implementations
 Ensure your team delivers automation and support that increases the reliability of our systems
 Collaborate with other technical teams to align on best practices and standards
 Identify, communicate and coordinate changes in operational needs as a result of delivery and deployment of new features and functionality
 Facilitate and lead reviews of products, features, automation or improvements that your team has created
 Have an interest in a customer-oriented rolesupporting and advocating for our internal customers as they develop and operate on AWS
 Architecting and building on AWS
 Terraform or CloudFormation
 One or more scripting languages (Python, JavaScript, Bash, etc)
 Implementing and operating CICD pipelines (Jenkins, GitLab, CircleCI, etc)
 6+ years of professional software development experience
 3+ years of professional experience with public cloud infrastructure


 experience_range : 8-10 years 
 skills : Site Reliability / SRE / Terraform / AWS / Python / Java / Bash / Jenkins / Gitlab / CICD / Oracle ATG",na
SAP Solution Manager - SAP Basis,"Walmart236,225 reviewsBengaluru, Karnataka",na,"
About Walmart
 Human-led and tech-empowered since 2002, Walmart Global Tech India delivers innovative solutions to the biggest retailer in the world Walmart. By leveraging emerging technologies, we create omnichannel shopping experiences for our customers, across the globe and help them save money and live better. Imagine working in an environment where one line of code can make life easier for hundreds of millions of people, and put a smile on their face. Thats what we do at Walmart Global Tech. Were a team of 15,000+ software engineers, data scientists, and service professionals within Walmart, the worlds largest retailer, delivering innovations that improve how our customers shop and empower our 2.2 million associates. A core philosophy at Walmart is operating with everyday low cost (EDLC). We use technology to operate smarter and deliver everyday low prices (EDLP) to customers and members.
 Job Description
 Team and Position Summary:
 Retail and Emerging Tech: This is the team which builds reusable technologies that aid in acquiring customers, onboarding and empowering merchants besides ensuring a seamless experience for both these stakeholders. They also optimize tariffs and assortment, adhering to the Walmart philosophy - Everyday Low Cost. In addition to ushering in affordability, they also create personalized experiences for customers the omnichannel way, across all channels - in-store, on the mobile app and websites.
 Our team is responsible for design, development, and operations of large-scale data systems operating at petabytes scale. We focus on real-time indexing pipelines, web crawling, streaming analytics, distributed machine learning infrastructure. We interact with multiple teams across the company to provide scalable robust technical solutions.

 Position Responsibilities:

 You will be responsible to analyze and translate business information and technical requirements into an architectural blueprint
 You will be called upon to support the coaching and training of other team members in DevOps
 Provide tech specifications according to which the solution is defined, managed and delivered.
 Analyze the technology environment and participate in technology selection with stakeholders in a collaboration framework.
 You will also be required to seek ways to improve the landscape and its effectiveness.
 You will be leading in the tech stacks like Replications, DR concepts, clustering, and HA tools.


 Position Requirements:
 Minimum qualifications:

 5-7 years of experience in SAP Solution Manager
 Technical engineering experience in Solution Manager 7.2
 Installation and Execution of SOLMAN Setup, Upgrade, support activities, applying support/enhancement packages, Managed System Configuration, Technical Monitoring Setup.
 Experience on CHARM Configuration and Working with Development teams to: Support SAP
 Experience in Business Requirement Module Configuration and Customizations.
 Experience in Solution Documentation and Solution Manager 7.2 Test Management.
 Business Process Monitoring for Selected KPI and Notify Interface and Channel Monitoring, PI.
 Technical subject-matter expert in SAP Solution Manager and contribute to best practices
 Experience configuring SAP ALM in Solution Manager
 Complete knowledge of Run SAP / E2E Methodology & ALM Processes and RUN Standards
 Understanding of SAP OCC (Operational Control Center)
 Experience integrating SAP landscape from Solution Manager.
 Excellent communication, presentation, and client-facing skills
 Excellent technical skills, with solid knowledge of current and emerging technologies
 Good Knowledge of server virtualization and cloud technologies
 Good understanding of cloud computing technologies, business drivers, and emerging computing trends
 Setup and use of Solution Manager for Root Cause Analysis, System Monitoring, Application Lifecycle Management
 Extensive experience in working in a global and distributed environment


 Additional Qualifications:

 SAP Basis experience in a large-scale SAP system landscape with detailed knowledge and experience in Architecting
 Experience with server virtualization and cloud technologies
 Strong knowledge in structuring the documentation for Architectural Design and Build Plan Documents.
 Drive customer engagement understand changing business needs and understand the existing customer technology landscape.
 Large-scale distributed systems experience, including scalability and fault tolerance.
 Excellent oral and written communication skills.


 experience_range : 5-7 years 
 skills : SAP Basis / SolMan",3.4
System Administrator - MAC / Windows,"ZipcarBengaluru, Karnataka",na,"
Job Description
 What youll do:

 Provide friendly, customer-focused support centered on communication and follow through to resolution of all support requests.
 Prompt identification, analysis, and diagnosis of all support issues providing customers with frequent updates on the status of their support request including an ETA for a resolution as well as deploying a loaner machine to end users whose issue is preventing them from completing their job responsibilities.
 Monitoring of Service Desk ticket queues (Jira/ Zendesk)to ensure all support requests are addressed in a timely fashion and are assigned to the proper IT team in accordance with Flexcars designated service level agreements and knowledgebase instructions.
 Take part in the creation, implementation, and maintenance of all Support Desk best practices, protocols, and knowledge base articles.
 Configuration of end-user computer hardware, software, and peripherals adhering to all configuration checklists to ensure all necessary steps are taken when configuring hardware and installing software.
 Take part in managing Logitech conference rooms including end user training and system maintenance.
 Document, track, and monitor problems using applicable systems and tools.
 Responsible for the resolution of escalated issues of higher difficulty.
 Train, coach or assist junior members of the team.
 Identify, research, and resolve the most complex technical problems.
 Prepare standard statistical reports, such as help desk incident reports.
 Analyze and evaluate incident reports and make recommendations to reduce incident rates.
 Consult with System Administrators to explain software errors or to recommend changes to programs.
 Call software and hardware vendors to request service regarding defective products.
 Write or revise end user and internal IT training manuals and procedures.
 Develop training materials such as exercises and visual displays.
 Developing, maintaining, and testing Windows deployment automation architecture, design/migration, and troubleshooting.
 Oversee the day-to-day administration of our Microsoft Endpoint Manager environment, including Configuration Manager, Intune, Autopilot, Desktop Analytics.
 MTTR, FCR, Response and Resolution SLAs define and monitor the efficiency
 Being an effective multitasker with strong time management skills
 4 - 7 years experience in Corporate Desktop/Helpdesk environment
 In-depth experience with MAC desktops/laptop and operating systems.
 Excellent oral and written communication skills with internal customers
 Strong organizational skills and attention to detail
 Able to provide hands-on or remote support, and help lead trouble-shooting efforts, and remediation in a timely fashion
 Experience in troubleshooting Office365 (Microsoft Admin Centers) , AD (Active Directory) & Exchange
 Experience with Apple Mac devices and Mac OS preferred
 Experience with MDM, Intune, Azure, and JAMF Pro is a plus
 Contribute to development and ongoing improvement of industry best practices and standards for deploying enterprise Windows management technologies.
 Evaluate emerging technologies to ensure technical solutions are compatible with the company's business needs and strategic objectives.
 MAC and Windows Admin


 experience_range : 4-7 years 
 skills : Jira / zendesk / ITIL / Windows / Mac OS",na
Senior Backend Developer,"Lululemon India Tech HubBengaluru, Karnataka",na,"
About Lululemon India Tech Hub
 The Hub is key to our business strategy. Weve grown quickly since our inception in 1998, and our continued global growth through market expansion is one of our five goals. We believe that this strategic investment in the India Tech Hub will support our growth, elevate the athletic apparel shopping experience and increase the global talent pool for our current and future technology needs. The India Tech Hub will help us work smarter and faster across our business's value chain by unlocking the power of data and technology. In this centre, development work will focus on AI, Machine Learning, and Data Science. Through the Hub, we will expand our capabilities in Product Systems, Merchandising and Planning, Digital Presence, Distribution and Logistics, and Corporate Systems. The team in India will work as an extension of the global Technology team on projects of strategic priorities.
 Job Description
 Role Responsibilities:

 Bachelors degree in computerscience/engineering or equivalent
 8+years ofsoftware engineering experience
 8+ years experience designing design scalable, secure modern micro-services using Spring Boot, test driven development, and cloud native design patterns
 Strong understanding of microservice architecture & knowledge of challenges related to building cloud-native apps
 Experience in design and development of RESTful APIs using JAX-RS and JSON
 Solid working experience with AWS or GCP
 Strong software development fundamentals, including automated testing, source control, continuous integration in addition to continuous delivery and/or deployment
 Experience with monitoring and alerting for microservices.
 Hands-on experience to support development, infrastructure, and operations
 Experience working with security log analysis, application logs, and general log management practices
 Experience working with Kafka, Kubernetes, Terraform
 Commerce domain knowledge a strong plus
 Acknowledges the presence of choice in every moment and takes personal responsibility for their life.
 Possesses an entrepreneurial spirit and continuously innovates to achieve great results.
 Communicates with honesty and kindness and creates the space for others to do the same.
 Leads with courage, knowing the possibility of greatness is bigger than the fear of failure.
 Fosters connection by putting people first and building trusting relationships.
 Integrates fun and joy as a way of being and working, aka doesnt take themselves too seriously.


 experience_range : 7-12 years 
 skills : Microservices / AWS / GCP / Kafka / Kubernetes / Terraform / Rest API / Java / Python",na
