Job_position,Company,Location,Salary,requirements,rating,experience,posting_frequency
PHP JUNIOR DEVELOPER / TRAINEE,Sjm Softech Pvt Ltd,"Delhi, Delhi",na,"We seek talented, self starter and self motivated engineering and technology background individuals with drive to learn and create great web application.",-99.0,na,1.0
Senior Web Developer - UI/UX - Urgent Hiring,RelyIT Services Pvt Ltd,"Hyderabad, Telangana","25,000 - 35,000 a month","Front End, back end development using HTML, Bootstrap/react/angular.HTML,CSS: 3 years (Required).Excellent experience required in Web Development.",-99.0,HTML:CSS: 3 years,1.0
Software Developer,HireXP,"Gurgaon, Haryana",na,"Simultaneously, it can help you design and deliver an impactful candidate experience.The right technology can empower you to not just minimize the time spent…",-99.0,na,1.0
Web Designer/ Developer cum Trainer - TGC,TGC India,"South Extn Part I, Delhi","3,60,000 - 4,80,000 a month","Must be proficient with popular web technologies, must have a passion towards preparing for changes in Web Design and Development industry.",-99.0,na,1.0
Front-End Web Developer,Pinkerton,"Gurgaon, Haryana",na,"Bachelor's degree in Information Technology or similar field with at least four years of experience in building enterprise applications using Angular, Bootstrap…",3.7,na,1.0
UiPath / Blue Prism Developer | 2 to 4 years | Bengaluru & N...,Capgemini,"Bengaluru, Karnataka",na,"Should have excellent programming/software development background.Python, R, Perl, Linux Scrip, UNIX Shell Scrip, Windows PowerShell, Microsoft Bot, Google…",3.8,na,1.0
Embedded Software Engineer,Infonics Solutions,"Noida, Uttar Pradesh","2,50,000 - 5,00,000 a year",We develop and produce embedded controllers for various industrial applications.We are located in Sector 88 of Noida.Mostly Arm Processors from ST are used.,-99.0,Bachelor's,1.0
Angular Developer,Techinflo Solutions Pvt Ltd,"Bengaluru, Karnataka","3,14,773 - 13,69,546 a year",Angular Experience: 2-3 experience.We are urgently hiring Angular developer for one of our esteemed client in Bangalore.Temporarily due to COVID-19.,-99.0,na,1.0
Dot Net Developer,REKNOWN ORGANISATION,"Noida, Uttar Pradesh","35,000 - 45,000 a month",Responsible for developing new programs and proofing the program to develop needed changes to assure quality.End to end experience of the project lifecycle.,-99.0,.net: 1 yearTotal work: 2 years,1.0
Software Test Engineer,FarEye,"Noida, Uttar Pradesh",na,"As a QA at FarEye, you will be having an in-depth understanding of the business domain, customer needs and come up with possible solutions that might solve…",-99.0,na,1.0
Requirement for Software developer Maenstack Freshers,Radical Technologies,India,na,The ability to communicate complex procedures to other colleague.The ability to learn new technologies quickly An analytical mind.Published on: 06/07/2020.,3.8,na,1.0
Software Developer,Migrates Overseas Consultancy LLP,Remote,na,Possess a minimum of 3-5 years of hand-on development of BASIC and Advance BASIC technology.Collaborate with business analysts and technical leads across…,-99.0,na,1.0
Algorithm strategy research developer,Asiatic stock and Securites limited,"New Delhi, Delhi","25,000 - 35,000 a month",Backtesting and optimizations will be done according to a framework that will be provided to you.Also helping to identify where there is an edge in the market…,-99.0,Total work: 2 yearsSoftware developers Bachelor's,1.0
Software Developer (Backend),Reverenc Technologies,"Pune, Maharashtra","15,000 - 25,000 a month",The candidate must be able to handle the Back end work along with documentation.Reverenc Technologies looking for Software Developer for backend activities.,-99.0,na,1.0
PHP Developer,Amanzi Technologies,"Bengaluru, Karnataka","10,00,000 - 12,00,000 a year","Understanding of MVC design patterns.Understanding fundamental design principles behind a scalable application.Php, MVC, AWS, : 3 years (Required).",-99.0,Php: MVC: AWS: : 3 yearsPHP: AWS: REST API: MVC: 3 yearsBLUB STORES : KEY VALUE STORES: API Integration: 1 year,1.0
Front End Developer,belair travel and cargo,"Dwarka, Delhi, Delhi",na,"The candidate should have its hands on experience on development of all server-side logic, definition and maintenance of the central database, and ensuring high…",-99.0,na,1.0
Java Developer- Trainee,C1 India,"Gurgaon, Haryana","15,000 - 20,000 a month","Good to have experience in workflow based applications.Having Knowledge of middle tier development for a web application using Core Java, J2EE, Spring Boot,…",4.3,na,1.0
Web Developer,humming Birds,"Vadodara, Gujarat",na,"Experience would be an added advantage.Looking for a web developer who ha sound knowledge of Wordpress and Html.Job Types: Full-time, Walk-In.",-99.0,na,1.0
Backend Developer,Vitosia Healthcare,"Madhapur, Hyderabad, Telangana",na,"Collaborating with the front-end developers and other team members to establish objectives and design more functional, cohesive codes to enhance the user…",-99.0,na,1.0
Trucks and Buses_Mechatronics Powertin - FUPs Developer,Daimler,"Bengaluru, Karnataka",na,Understanding interfaces with other ECUs / Hardware modification if required to realize the feature / function.Relevant Experience Required: 5 to 7 years.,4.1,na,1.0
SAP HANA Developer (Immediate Joining),Quagnitia,"Pune, Maharashtra","40,000 - 70,000 a month","Model data in SAP HANA Studio to handle complex business scenarios (Calculation Views, using appropriate Calculation Engines, star schemas etc.).",3.5,na,1.0
Junior software developer,Cyclotis,"Bengaluru, Karnataka",na,"Be an active member of technical staff involved in designing, coding and unit testing the complex software components for new or enhanced IT systems to a high…",-99.0,na,1.0
PHP Developer - Internship,The Multimedia Designer,"Ludhiana, Punjab","2,00,000 - 5,00,000 a year","We build PHP based eCommerce, CRM & ERP application on various Platforms and Frameworks.Software development: 1 year (Preferred).",-99.0,na,1.0
PHP Developer,E.I.G - Entrepreneurs' and Innovators' Guild,"Ernakulam, Kerala","3,00,000 - 5,00,000 a year",We are looking to hire a talented PHP Developer to manage our back-end services and ensure a seamless interchange of data between the server and our users.,-99.0,na,1.0
Software Developer,Pion Global Pvt Ltd,"Bengaluru, Karnataka","4,00,000 - 8,00,000 a year",WPF Developerhaving 2 to 4 yrsof experience.Notice period: 15 days or less.Must have atllease 2 yr in .NET and 1 yr in WPF.Total work: 2 years (Required).,-99.0,.NET: 2 yearsWPF: 1 yearTotal work: 2 years,1.0
Full Stack Developer,Tripoto,"New Delhi, Delhi",na,Work on and own end to end development of new features.Is open to learn and move to new technology stacks with relative ease.,4.0,na,1.0
Software Developer,edsglobal,"New Delhi, Delhi",na,"Manage project and interface with clients and teams.The candidate must possess excellent speaking, writing and personal skills.",-99.0,na,1.0
Software Developer,Creative Bees,"Coimbatore, Tamil Nadu","20,000 - 30,000 a month","Need A website designer cum developer.Should be able to design and custom code.Basic SEO and server knowledge.HTML, Php, java script, DB.",-99.0,na,1.0
Full Stack Web Developer,Epris Dynamics Pvt. Ltd.,"Kailash, Delhi","15,000 - 25,000 a month",Looking for a full stack developer with pretty good experience in php and web technologies based on python.Atleast 1 years of experience.,-99.0,na,1.0
Django Developer,AllinCall Research and Solutions,"Mumbai, Maharashtra","3,00,000 - 5,00,000 a year","B.) Knowledge developing web applications using at least one popular web framework (preferably, Django).Ultimately, the role of the Django Developer is to…",-99.0,Language: EnglishBachelor's,1.0
Jr. Software Developer,Brandquest Solutions,"Defence Colony, Delhi, Delhi","15,000 - 20,000 a month","Strong Experience PHP and NodeJS - Should have good knowledge of core PHP, MVC Frameworks-Laravel, CakePHP, Magento, WordPress, Drupal, Woocommerce, Java, Node…",-99.0,Java : 1 yearNode Js : 1 yearMagento : 1 year,1.0
Software Development Engineer In Test (SDET),Heady,"Mumbai, Maharashtra",na,"In this position, you will own responsibility for the quality of our work and work closely with a strong, cross-functional, and cross-geographical team of…",4.0,na,1.0
PHP Developer,Web2tech Solutions,"Delhi, Delhi","18,000 - 25,000 a month","Web development using technology platforms such as JavaScript, HTML, CSS, jQuery, MySQL, etc.Software development: 1 year (Preferred).Programming in core PHP.",5.0,na,1.0
Salesforce Developer/Administrator,myKaarma,"Noida, Uttar Pradesh","5,00,000 - 15,00,000 a year","Provide day-to-day administration and end-user support to all levels of the organization, including user setup, training, and customization of objects,…",-99.0,Total work: 1 yearBachelor's,1.0
Tibco Spotfire Developer,i2e Consulting,"Mumbai, Maharashtra","5,00,000 - 12,00,000 a year","Total work: 3 years (Preferred).Software development: 2 years (Required).Comprehensive knowledge of TIBCO Spotfire is required, including custom development,…",-99.0,Software development: 2 yearsWork: 3 yearsSpotfire: 2 years,1.0
"Informatica Powercenter, IICS Developer",Apptad Technology Private Limited,Remote,"10,00,000 - 20,00,000 a year","Build Business Services using JSON file to call web services.""3. Build Service connectors for Real Time integration with.Job Types: Full-time, Contract.",-99.0,na,1.0
Informatica PowerCenter Support,Informatica,"Bengaluru, Karnataka",na,Our single mission is to provide customers with world class technical support to ensure successful implementation of their business solutions using Informatica…,3.9,na,1.0
PHP Developer,scs,"Okhla, Delhi, Delhi","25,000 a month","Software development: 1 year (Preferred).Experience: 2 to 4 years*.Yii2, opencart, shopify, Yo-Kart developer, MVC ANGULAR JS,AJAX, Jquery API-Payment Gateway…",-99.0,na,1.0
PHP Web Developer,Kikde,"Paschim Vihar, Delhi, Delhi","15,000 - 40,000 a month",Software development: 2 years (Required).Candidates should be responsible for building and maintaining Web apps and should be excellent with analytical and…,-99.0,Software development: 2 yearsTotal work: 2 years,1.0
Sr. Android Developer,Ampexcel Technologies,"Noida, Uttar Pradesh","15,000 - 45,000 a month","Ensure the performance, quality, and responsiveness of applications.The candidates looking for a hike on the previous salary must have solid proof of the…",-99.0,Android Development: 2 yearsAndroid Studio: 2 yearsJava: 2 years,1.0
Senior Web Developer,DIGITALAPSS INDIA,"Delhi, Delhi","40,000 a month","Can design website layout/user interface by using standard HTML/CSS practices.Can write well organized, testable, efficient code by using best software…",-99.0,na,1.0
Web Developer,Clickmart Pvt Ltd,"Chennai, Tamil Nadu","1,20,000 a year","Know HTML, CSS, JavaScript, PHP, and other relevant web design coding languages.Create and test applications for websites.Stay up-to-date on technology.",-99.0,na,1.0
Software Developer,Abessys Technologies India Pvt. Ltd.,"Jaipur, Rajasthan","20,000 a month","We are looking for developers who have proven experience in ASP.NET, MVC, ANGULAR JS, MSSQL, CORE.Job Types: Full-time, Regular / Permanent.",-99.0,na,1.0
Web Designer/Developer,Namo Padmavati,"Hyderabad, Telangana","10,000 - 14,000 a month","I am looking for a web developer/web designer for my company for the next 3 months (will continue if you work well).Pay: ₹10,000.00 - ₹14,000.00 per month.",-99.0,na,1.0
Android Developer - Flutter Software,Massive Foundation,"Delhi, Delhi","40,000 - 60,010 a month","Contribute in all phases of the development lifecycle: concept, design, build, deploy, test, release to app stores and support.Total work: 1 year (Required).",-99.0,Android development: 1 yearTotal work: 1 yearBachelor's,1.0
Python Developer,smartSense Consulting Solutions,"Gandhinagar, Gujarat",na,"Design & implement new software modules based on the product requirements.Participate in software architecture, design discussions and code reviews.",-99.0,na,1.0
Full Stack Developer,Bluethink IT Consulting Pvt Ltd,"Noida, Uttar Pradesh","7,00,000 a year",Knowledge of an advanced workflow using webpack/gulp module system.Understanding MVC design patterns Ability to build a one-page web app from scratch.,-99.0,Reactjs: 1 year,1.0
Web Developer and Administartor,GoMotorCar Pvt Ltd,"Bengaluru, Karnataka","16,000 - 20,000 a month","3 years: 1 year (Preferred).Back-end, Front-end development.Understanding of the entire web design, development, and deployment cycle.",-99.0,na,1.0
Software Engineer,mechstore,"Bengaluru, Karnataka","12,000 - 13,000 a month",Work collaboratively with design team to understand end user requirements to provide technical solutions and for the implementation of new software features.,-99.0,Total work: 1 yearPython: 1 year,1.0
Drupal Developer I,Axelerant,Remote,na,A Drupal Developer I at Axelerant has a broad domain grounding and produces quality results for sizeable tasks in a project team.,-99.0,na,1.0
Flutter Developer,Irisidea TechSolutions Pvt Ltd,"Bengaluru, Karnataka","5,00,000 - 10,00,000 a year",Adobe XD: Should know how to use Adobe XD to use the design file and use it to build the app..Following company policies and quality procedures to ensure…,-99.0,Total: 2 yearsBachelor's,1.0
Sr. Drupal Developer,Luminous Infoways Pvt. Ltd.,"Delhi, Delhi",na,We are in a huge growth mode and looking for sales and technology professionals to be a part of this journey.Come join us as we prepare to scale new heights !!,-99.0,na,1.0
Wordpress Developer,Simpleplan Media,"Delhi, Delhi","15,000 - 30,000 a month","Good knowledge of working with\* Custom WordPress\* (Has delivered some projects using custom code, template setup is NOT a custom project).",-99.0,WordPress: 2 yearsWork: 2 yearsBachelor's,1.0
Software Engineer,Mast Global,"Bengaluru, Karnataka",na,"Minimum two years of SAP Basis experience in an international and complex SAP environment.Knowledge on TREX, Content server and MAX DB,.",3.6,na,1.0
Backend Developer,CTE INTERNATIONAL PRIVATE LIMITED,"Urban Estate Gurgaon, Haryana","4,00,000 a year","Total work: 3 years (Required).\* Development, optimization & maintenance of projects on Code-igniter framework of PHP with MySQL, HTML5 and CSS3 (Bootstrap…",-99.0,Programming: 3 yearsWork: 3 yearsTotal work: 3 years,1.0
Javascript Developer,DigiTopper,"Delhi, Delhi","2,00,000 - 4,00,000 a year","Responsibilities: • Design, prototype and implement web frontend using JavaScript and HTML5 technologies • Design and develop libraries and frameworks for web…",-99.0,na,1.0
C# Developer,IRA Softwares,"Indore, Madhya Pradesh","30,000 - 40,000 a month","He will be responsible for developing high-performance, database-driven dynamic applications.Total work: 3 years (Preferred).",-99.0,na,5.0
Full Stack Developer,Abhidip Swastik private ltd,Remote,"20,000 - 35,000 a month","OTHER SKILLS, DATABASES, CLOUD TECHNOLOGY: 3 years (Preferred).BACKENED DEVELOPMENT: 3 years (Preferred).FRONT END DEVELOPMENT: 3 years (Preferred).",-99.0,na,1.0
Full stack web app developer,Allied Softech Pvt Ltd,"Baner, Pune, Maharashtra","30,000 - 45,000 a month","We pride ourselves for creating simple to use, yet excellent software products.We are an established and leading software product development company.",-99.0,Work: 1 yearBachelor's,1.0
Trainee Software Developer,Emipro Technologies,"Rajkot, Gujarat",na,"We are looking for an efficient Trainee - Software Developers who are responsible for analysing, designing, developing, documenting, testing, and implementing…",-99.0,na,1.0
Website Developer,Blurb,"Anjuna, Goa","20,000 - 30,000 a month",1 - 3 years' prior related web development experience.Build profile websites using Wix templates.Expected Start Date: 4/1/2020.,-99.0,na,1.0
Software Engineer Trainee,MTA India Private Limited,"Lucknow, Uttar Pradesh","15,000 - 25,000 a month","Sound Knowledge in Web Application Development(HTML,CSS, Bootstrap, Javascript), Python.Possessing good communication skill (Both in Hindi & English).",-99.0,Bachelor's,1.0
ReactJS Developer,spineor webservices Pvt Ltd Mohali,"Mohali, Punjab","14,077 - 50,366 a month",3)Candidate should have good communication skills.Software development: 1 year (Preferred).We are hiring for ReactJS Developer.,-99.0,na,1.0
Magento Developer,Initial Management Services,"New Delhi, Delhi","4,00,000 - 10,00,000 a year",Total work: 3 years (Required).JavaScript is a must for front-end development.Regularly update our Magento installation.4+ years of Exp only.,-99.0,Work: 3 yearsTotal work: 3 yearsBachelor's,1.0
Software Developer,Roundpay Techno Media Pvt Ltd,"Lucknow, Uttar Pradesh","15,000 a month","Exp 1 to 2 Years.Salary: Up to ₹15,000.00 per month.Total work: 1 year (Preferred).",-99.0,na,1.0
Sr. Software Developer-PHP,Midas It Services,"New Delhi, Delhi",na,"Should be responsible to implement cutting edge technologies for a large US based project using.Key skills:- PHP, Symfony 3, PHPUnit, Behat, OOPS.",-99.0,na,1.0
Software Development Engineer Test (Automation),BookMyShow,"Mumbai, Maharashtra",na,"Good to have a Working knowledge of test management software (e.g. qTest, HP ALM etc).Automate Mobile App/mWeb/Web in-sprint using Appium, Selenium, Java.",4.2,na,1.0
Junior Developer,VENKATA SAI TRADERS,"Hyderabad, Telangana",na,"Everyone must be online for the 4 hours at the same time every day, including the project manager, but the timing can be flexible - decided based on everyone's…",-99.0,na,1.0
Junior Front End Developer,DIGISQUARES,"Coimbatore, Tamil Nadu","18,230 - 22,281 a month","Developing new user-facing features using React.js.Therefore, a commitment to collaborative problem solving, sophisticated design, and quality product is…",-99.0,Bachelor's,1.0
Web Developer,Limbic Technologies,"Bhopal, Madhya Pradesh","5,000 - 10,000 a month","Hands on experience with SQL schema design, SOLID principles, REST API design.Coordinate with co-developers and keeps project manager well informed of the…",-99.0,Python: 2 years,1.0
Senior Python Django Developer,Modistabox,Remote,"40,000 - 70,000 a month","Understand project requirements, writing bug free clean code and ensure that the solution works per the agreed architecture, SLAs, KPIs and business model *.",-99.0,na,1.0
Front End Developer,NGFO Technologies Pvt Ltd,"Coimbatore, Tamil Nadu","15,000 - 30,000 a month",Help back-end developers with coding and troubleshooting.Proven work experience as a Front-end developer.In-depth understanding of the entire web development…,-99.0,Web development: 1 year,1.0
Hybrid Developer,Webgarh Solutions,"Mohali, Punjab","20,000 - 50,000 a month","Write well designed, testable, efficient code by using both team and industry best practices and patterns.4 plus years of experience with application design,…",-99.0,na,1.0
Backend Developer - PHP Developer,Indian Hospitality Network,"Delhi, Delhi","15,000 - 35,000 a month",Preference will be given to candidates that have experience working as web developer for product based company.Knowledge of SEO an asset.,-99.0,na,1.0
Java Developer - 4005,ION,"Noida, Uttar Pradesh",na,"You will work in collaboration with other developers, product owners and business analysts focusing on both infrastructure and application development.",3.9,na,1.0
freelance android developer,www.thetechnism.com,"Rajouri Garden, Delhi, Delhi",na,Design and build advanced applications for the Android platform.Android development: 4 years (Required).Total work: 4 years (Required).,-99.0,Android development: 4 yearsTotal work: 4 years,1.0
Software Developer,adroitCoders,"Nashik, Maharashtra",na,"Software development: 1 year (Preferred).Currently I am looking for Software Developers who should have Hands- On experience in React. js, Webpack and…",5.0,na,1.0
Salesforce Platform Developer,Hewlett Packard Enterprise,"Bengaluru, Karnataka",na,Actively participates in IT projects where Salesforce integrates and is either upstream or downstream to other applications and take care of the required…,3.8,na,1.0
Software Engineering,"JPMorgan Chase Bank, N.A.","Mumbai, Maharashtra",na,"Understanding of software skills such as business analysis, development, maintenance, and software improvement.Passionate about building an innovative culture.",3.9,na,1.0
Front End Developer/ ReactJs,Snapwiz Edutec India Private Limited,"Bengaluru, Karnataka","10,00,000 - 30,00,000 a year",Experience in developing modern web applications using React and Redux.Integration of the front-end and back-end aspects of the web application.,-99.0,na,1.0
ReactJS Developer,PrepLadder Pvt.Ltd.,"Chandigarh, Chandigarh","15,130 - 61,170 a month","Writing high-quality, tested, well-documented code.Experience with any testing library Jest,mocha etc.Knowledge with cross-browser, cross-platform, and design…",-99.0,na,1.0
PHP Developer,World Health Partners,"Noida, Uttar Pradesh","3,00,000 - 3,60,000 a year","Troubleshoot, test and maintain the core product software and databases to ensure strong optimization and functionality.Write “clean”, well designed code.",3.6,na,1.0
Junior App Developer,Anaya Jobs Solution,"Delhi, Delhi","20,000 - 25,000 a month",Experience in developing native Android applications.Should be willing to working individually or as a team member for developing mobile applications.,-99.0,na,1.0
ServiceNow Admin/Developer,Avaso – Technology Solutions,"Bengaluru, Karnataka","5,00,000 - 8,00,000 a year",3-5 years’ experience with hands-on scripting and platform configuration.Experience implementing systems using the Agile/Scrum methodology.,-99.0,na,1.0
Software Engineer / Full Stack Developer,Squareboat,"Gurgaon, Haryana",na,"Write high quality backend and frontend code on cutting-edge technology stacks including Laravel, Nodejs, Python, React, Angular, MySQL, MongoDB, Firebase,…",-99.0,na,1.0
Qlikview Developer,Tarsha Systems Pvt Ltd,"Delhi, Delhi",na,"Experienced in application designing, architecting, development and deployment using Qlik Sense.Must be efficient in front-end development and know…",-99.0,Software development: 5 yearsTotal work: 5 yearsBachelor's,1.0
Embedded Software Developer,KPIT Technologies GmbH,"Bengaluru, Karnataka",na,"Hands-on usage experience with Oscilloscope and other measurement tools.Proficient in microcontrollers, their peripherals, and basic electronics.",3.7,na,1.0
HR ABAP Developer,Infisage Technologies,"Bengaluru, Karnataka","10,00,000 - 15,00,000 a year","Use Enterprise integration/application tools to design, develop, troubleshoot, debug and deploy integrations/applications for customers.",-99.0,na,1.0
ASP.NET MVC Developer,Xicom Technologies Ltd.,"New Delhi, Delhi","10,000 - 25,000 a month","Candidate must be well versed with ASP.Greetings from Xicom Technologies Ltd !NET MVC Developers"" (1-2yrs) for our head office- New Delhi ,Janak Puri.",4.4,Entity framework: 1 yearASP.NET MVC: 1 yearRazor view: 1 year,1.0
PHP Developer,Automate SMB Enterprises,"Bengaluru, Karnataka","3,00,000 - 4,00,000 a year",Integration of user-facing elements developed by front-end developers.Understanding of MVC design patterns.Experience using and implementing automated testing…,-99.0,na,1.0
Ruby On Rail Developer,glowfin india solutions,"Delhi, Delhi",na,Candidate needs to be told that they will have an opportunity to modernize ROR application with new technologies like REACT for UI.,-99.0,na,1.0
Back end – App Developer,Anaya Jobs Solution,"Delhi, Delhi","35,000 - 40,000 a month",To develop an end to end enterprise-grade applications using cutting edge versions of Java stacks.Translate application storyboards and use cases into…,-99.0,Bachelor's,1.0
Full Stack Developer,Yellow Sapphire Global Solutions,"Hyderabad, Telangana","40,000 - 50,000 a month","Write clean and re-usable code for web-based applications, create fast, easy-to-use, high volume production applications.Are you an open-source enthusiast?",-99.0,Full stack development: 4 yearsReact: 1 yearAngular / Node JS: 1 year,1.0
Software Engineer - Growth,ixigo,"Gurgaon, Haryana",na,Ixigo is an AI-based travel app that helps millions of users plan and book their trips every day.You will get to work with some of the smartest folks in the…,4.8,na,1.0
Software Test Engineer,Growing Careers,"Delhi, Delhi",na,"Minimum 3 years experience with handset testing and handset platforms, in particular, Android, iOS, 3 to 5 years overall testing experience.",-99.0,na,1.0
Angular Developer,For Intuit,"Bengaluru, Karnataka","5,00,000 - 6,00,000 a year","Software development: 1 year (Preferred).We are looking for 4-6 Years experience Candidate with below skills:Business Layer: Spring Boot, REST API, Tomcat.",-99.0,na,1.0
PHP Developer,Mechcubei Solutions Pvt. Ltd.,"Mohali Sas Nagar, Chandigarh","40,000 a month",Software development: 1 year (Required).Required Experience : 1.5 years to -4 years.Proficiency in PHP and php based in MVC Framework like Laravel/CI.,-99.0,Software development: 1 year,1.0
Java Developer,Seabirds Solution,"Tiruchchirappalli, Tamil Nadu","50,000 - 1,50,000 a year","Fresher or Experience Person Preferred.Expertise in Netbeans, Python, JSP, J2ee.Expertise in delivery of Websites, Web Portal, eCommerce Portaland Web…",-99.0,na,1.0
Full Stack Software Developer (Data Science),EcoMetric,"Pune, Maharashtra",na,"Five or more years’ work experience with cloud-based software development and data analytics applications.EcoMetric has setup an offshore office in Pune, India…",-99.0,na,1.0
Software Engineer,Cisco Systems,"Bengaluru, Karnataka",na,"Collaboration technology group develops Webex, and other Voice technology solutions such as Cisco Unified Call Manager, Video devices and IP Phones.",4.1,na,1.0
Web Developer,Krishav Infotech,"Bokaro Steel City, Jharkhand","10,000 - 25,000 a month",We are a startup and have helped non-IT organizations and software product companies improve business performance and quickly win new customers.,-99.0,na,1.0
Software Engineer - Testing,Stryker Corporation,"Gurgaon, Haryana",na,We are looking for a motivated professional who is responsible for performing software verification of Windows and web based applications as per the defined…,3.9,na,1.0
iOS Developer,Mastree,"Bengaluru, Karnataka",na,"Collaborate with cross-functional teams to define, design, and ship new features.Proven working experience in software development.",-99.0,na,1.0
Full Stack Developer,Zelig Solutions Pvt Ltd,"Delhi, Delhi","5,00,000 - 6,00,000 a year",Build the front-end of applications through appealing visual design.Experience developing desktop or mobile applications.Total Experience: 4 years (Required).,-99.0,Full Stack Developer: 3 yearsTotal Experience: 4 yearsBachelor's,1.0
Excel VBA Developer,ICHHAPURTI.COM,"Gurgaon, Haryana","40,000 a month",Participate in code reviews to ensure best practices and established standards are in use.Develop test plans and software documentation to support new releases…,-99.0,na,1.0
Sr. iOS Developer,Ampexcel Technologies,"Noida, Uttar Pradesh","14,000 - 50,000 a month","Ensure the performance, quality, and responsiveness of applications.The candidates looking for a hike on the previous salary must have solid proof of the…",-99.0,IOS Application Development: 2 yearsSwift: 1 yearLanguage: English,1.0
Software QA Engineer;,Zerone Microsystems,"Gurgaon, Haryana",na,"To develop and review test cases including an end to end workflows with corresponding back-office systems.To design, build, and configure applications, acting…",-99.0,na,1.0
CodeIgniter and Laravel Developer,Clock IT Solutions,"Pitampura, Delhi","10,653 - 43,701 a month",Clock It Solutions Pvt. Ltd. is software developing company.We are looking for a motivated PHP / Laravel developer to come join our agile team of professionals…,-99.0,na,1.0
Software Development Engineer II,Flipkart,"Bengaluru, Karnataka",na,You’re required to learn the best practices and design principles and patterns to make the code-base maintainable and extensible.,4.1,na,1.0
Sr. Dot Net Developer- 3 months Contract,Biztechnosys infotech LLP,"Bengaluru, Karnataka","90,000 - 1,00,000 a month","Contract Position for 3 months, but employee have to dedicate full time.Should have hands on in aspdotnet framework, wcf, mvc, xml, c#, visual studio etc.",-99.0,Total work: 5 yearsSQL: 4 yearsDotNet: 5 years,1.0
Database Administrator/ Developer,Sertel Freelancing Firm,"Pune, Maharashtra","15,000 - 20,000 a month","Setup and maintain documentation and standards.Design, configure, and resolve problems with the database or related applications.No. of opening positions: 2.",-99.0,na,1.0
Software Developer,Eze Software Group,"Nanakramguda, Hyderabad, Telangana",na,Our teams use the latest technology and practices to develop high performance products while addressing just about every type of software design problem you can…,3.7,na,1.0
Angular Developer Front End,Blackboard Edutech India Pvt Ltd.,"Noida, Uttar Pradesh","30,000 - 70,000 a month","Hand on and implements complex AngularJS applications, directives, controllers, services • Ability to understand business requirements and translate them into…",-99.0,Angular front end: 2 years,1.0
Junior Java Developer,E.I.G - Entrepreneurs' and Innovators' Guild,"Kochi, Kerala","1,20,000 a year",Location: Kochi - Currently Remote Working.Joining Time: Immediate Joining Required (within 1 week time).Expected Start Date: 8/1/2021.,-99.0,na,1.0
Salesforce Developer,Workstreet,Remote,"40,000 - 60,000 a month","API Integration, Lightning, Apex (Mandatory).Job time 11am to 7 pm.Job Types: Full-time, Contract.Salary: ₹40,000.00 - ₹60,000.00 per month.",-99.0,na,1.0
Flutter Developer,IT4T Solutions Pvt. Ltd.,"Noida, Uttar Pradesh","3,00,000 a year",Flutter developer for mobile app projects.Our Projects are developed using Web-API Services.Software development: 1 year (Preferred).,-99.0,na,1.0
Internship in ASP.Net .Net Developer,SmartLogics Services Pvt. Ltd.,"Meerut, Uttar Pradesh","10,000 a month","Working with APIs and Database.Good knowledge of SQL Database.Candidate should be able to demonstrate his/her expertise in .Excellent command on C#, .",-99.0,na,1.0
Android Developer,Parity InfoTech Solutions,"Patper Ganj, Delhi",na,We are looking for an Android developer responsible for the development and maintenance of applications aimed at a vast number of diverse Android devices.,-99.0,na,1.0
PHP Developer (SE/SSE),Synapse India,"Noida, Uttar Pradesh",na,Building user-interface for websites and web applications using any of the MVC frameworks like Laravel/ Zend/ CodeIgniter Platform.Who are we looking for?,4.2,na,1.0
Angular Developer,PerfectionGeeks Technologies,"Pitampura, Delhi","11,133 - 25,000 a month","Strong hands on to implement complex Angular applications , directives ,- Validating user actions on the client side and providing responsive feedback.",-99.0,Work: 1 yearTotal work: 1 year,1.0
Consultant- AI/ML Developer with Python,Genpact,"Noida, Uttar Pradesh",na,"You will have an opportunity to work with business people to have a real time understanding of business problem and, craft the solution which really fits into…",3.8,na,1.0
Angular Developer,Flendzz Technologies (P) Ltd,"Chennai, Tamil Nadu","14,000 - 20,000 a month",The developer will coordinate with Back end developers.The hired will be developing the Front end part of the application.Willing to relocate to Chennai?,-99.0,na,1.0
UI Developer,Snaphunt Pte Ltd,"Delhi, Delhi","4,00,000 - 8,00,000 a year",Providing code documentation and other inputs to technical documents.Our client is a design and development firm that that has won multiple awards for their…,-99.0,na,1.0
Appian Developer,Larsen & Toubro Infotech Limited,India,na,Exposure on designating the reports and develop those using Appian - Understand the rules management and CDT use in Appian - Its benefit and disadvantage.,3.7,na,1.0
Software Developer,Amplinno India Pvt. Ltd,"Mumbai, Maharashtra","2,40,977 - 3,80,818 a year","Applicants who have done freelancing, multiple project and application development on their own are preferred.You must be knowing to code on Java platform.",-99.0,na,1.0
PHP Developer,Nextra online services pvt ltd,"Mayur Vihar, Delhi, Delhi","35,000 a month","Experience building web applications using MVC frameworks (Laravel or Codeigniter is a must).Additionally, a good PHP developer collaborates with several other…",-99.0,Software development: 3 yearsTotal work: 3 yearsCore PHP,1.0
Software Developer,Saviant Technology Consulting,"Pune, Maharashtra","3,00,000 - 4,50,000 a year",Solution Engineer in Saviant helps our customers develop enterprise applications with different business domain using the most advanced Microsoft technology…,-99.0,.Net: 1 yearMVC: 1 yearC#: 1 year,1.0
