Job_position,Company,requirements,rating,posting_frequency,avg_yearly_sal,work_category,net_experience,education_level,job_title,State,Cities,job_descr_len
java developer,supreme netsoft pvt ltd,total work year required java spring rest api webservices springboot salary per year java se programmer preferred,3.930000066757202,2,859761.5,0,2.0,0,0,23,4,113
software qa engineer remote,turbolab technology private limited,strong knowledge software qa methodology tool process experience working agile scrum development process,4.170000076293945,2,330000.0,0,2.430000066757202,0,0,11,1222,104
validation software tester,ani call india private limited,responsible assuring system application meet requirement outlined system specification per process defined validation plan,3.4100000858306885,50,1300000.0,0,1.5700000524520874,0,0,26,63,122
python developer,sunseaz technologiestarnaka,greeting sunseaz technology pvt ltd looking python developer join u immediately exp yearsqualifications diploma b com com bca b tech bsc mca tech msc pg diplomasalary constraint right candidate job description day day responsibility include collaborating machine learning development team gradually learning ml concept along way developing prototype web application using flask django along postgres mongodb database building restful apis working back end technology like python apache spark maintaining application documentation must excel planning prioritization skill demonstrating flexibility ability multi taskqualification criterion experience python web framework django flask module json urllib panda numpy ability work autonomously taking responsibility work know django flask framework building restful apis experience web scraping text processing experience nosql sql database exposure linux shell scripting desirable knowledge aws added advantageinterested candidate walk interview address contact numbersinterview timing pm monday friday interview venue flat f b th floor ballad estate opposite david memorial degree college tarnaka hyderabad telangana query contact xxxxxxxxxxjob type full time regular permanentsalary per monthschedule day shiftsupplemental pay performance bonuseducation bachelor preferred experience python year preferred total work year preferred,4.159999847412109,1,360000.0,2,1.0,1,0,23,4,1381
sr net developer,success number,software development year preferred qualification code apply degree job type full time part time contract,4.070000171661377,2,1100000.0,2,2.2300000190734863,0,0,26,63,105
software engineer full stack developer,camcom technology pvt ltd,full stack developer responsible developing designing front end web architecture associated backend application service database etc,4.199999809265137,2,1050000.0,0,3.109999895095825,0,0,10,2,132
mobile application developer,swift india facility management pvt ltd,knowledge make application independently social medium classified site quiz contest salary per month,4.039999961853027,1,227520.0,0,2.109999895095825,0,0,32,1,100
full stack developer,vedira solution pvt ltd,software development year preferred opening full stack developer year experience total work year preferred notice period day,4.570000171661377,1,650000.0,0,2.1600000858306885,0,0,38,1222,124
software developer,dreamwares solution llp,dreamwares dreamwares specializes building cloud based enterprise application particularly force com platform,4.059999942779541,5,450000.0,0,3.180000066757202,0,0,13,24,109
technician,kingsberry group,candidate minimum year experience hard ware software know corel draw photoshop intercom cctv biometric device handling,3.5299999713897705,1,198000.0,0,2.509999990463257,0,0,22,88,118
professional mi executive,maxvision placement service,anallytical problem solving skill,3.8299999237060547,1,337500.0,0,3.8499999046325684,0,0,32,1,33
senior software engineer,quark,senior software engineer manage develops software application support develop software engineer providing advice coaching educational,4.3,5,1225000.0,0,3.0899999141693115,0,2,19,265,133
php developer,trackable medium,opportunity develop deploy cutting edge web app application administer maintain troubleshoot existing application,3.390000104904175,1,216000.0,0,1.0,0,0,26,1222,113
lead business analyst,connecting work,manage mentor business analyst team requirement gathering analysis usage technique process modelling use case obtain capture,3.9200000762939453,1,370344.0,0,2.0199999809265137,0,0,11,67,124
reactjs developer,trikut info service private limited,front end development year preferred writing application interface code using javascript following react j workflow total work year preferred,3.9600000381469727,1,1150000.0,0,1.4800000190734863,0,0,10,2,141
software developer year koramangala,propertyangel management pvt ltd,computer science fundamental object oriented design data structure algorithm design problem solving language like php node python complexity,3.869999885559082,2,300000.0,0,1.0,1,0,10,2,140
drupal developer,netprophets cyberworks pvt ltd,expected start date total work year preferred cloud exposure acquia cloud design configuration development,4.0,4,540000.0,0,2.0,1,0,26,63,106
web developer,goldbucks enterprise pvt ltd,solid knowledge experience programming application solid ability written verbal communication proficient javascript html cs,3.490000009536743,1,240000.0,0,1.9500000476837158,0,0,26,63,123
java developer,pace wisdom solution pvt ltd,software development year preferred must year professional software development experience salary per year,3.3,1,941843.5,0,2.0899999141693115,0,0,10,2,106
hybrid developer,webgarh solution,software development year preferred bachelor degree computer science technical field plus year experience hybrid app development,3.869999885559082,3,420000.0,0,1.840000033378601,1,0,19,265,128
django developer,allincall research solution,b knowledge developing web application using least one popular web framework preferably django ultimately role django developer,3.700000047683716,1,400000.0,0,1.3600000143051147,1,0,13,0,127
node j developer,radxsoft service pvt ltd,total work year preferred job type full time walk node j year required,3.9000000953674316,1,600000.0,2,2.0,0,0,32,1,70
microsoft cloud inside sale executive,microsoft gold partner,focus enablement enterprise client communication local telco sdn software defined network advance cloud hosting delivering,3.630000114440918,11,330000.0,0,2.0,0,0,38,1222,122
ionic developer,mobiloitte,experience ionic framework good knowledge jquery jquery mobile bootstrap good knowledge cs cs good experience angular,3.4,2,393888.0,0,2.0,0,0,32,1,117
data scientist machine learning engineer,ani call india private limited,design developing machine learning system implement appropriate ml algorithm create deploy ai model production,3.5299999713897705,50,1100000.0,0,2.309999942779541,0,0,13,0,110
php laravel developer,wat consulting service pvt ltd,ability extend customise existing product project ability utilise back end data service develop apis excellent knowledge mvc oops,4.5,2,378000.0,0,2.259999990463257,0,0,32,1,129
android developer,webcoir solution pvt ltd,passionate android developer join team design build next generation application collaborate team define design new feature,4.179999828338623,3,360000.0,0,2.0,1,0,26,63,122
ui developer frontend developer,itech mission pvt ltd,urgently hiring position ui frontend developer proficiency photoshop illustrator visual design wire framing tool,3.7899999618530273,50,600000.0,0,1.8200000524520874,0,0,32,1,112
software test engineer,ireslab infotech pvt ltd,must experience designing developing execute automation script using open source tool total work year preferred,3.9600000381469727,2,400000.0,0,1.850000023841858,0,0,26,63,111
artificial intelligence developer,integral edit,need artificial intelligence developer work tensorflow cafe image segmentation even fresher intermediate developer apply,3.6500000953674316,1,275000.0,0,1.7799999713897705,0,0,13,0,120
wordpress developer,boot spider,able edit php coding able edit theme code salary per hour total work year preferred,3.869999885559082,1,297000.0,0,1.8799999952316284,0,0,32,1,83
senior data scientist,indeed,build implement machine learning model testing framework visualization make timely decision influence product roadmap,4.3,21,4550000.0,0,3.569999933242798,0,0,23,4,117
qa application software tester month year,dreamsol telesolutions pvt ltd,experience full life cycle software development including design development production testing roll maintenance support,3.799999952316284,4,222000.0,0,1.850000023841858,0,0,26,63,120
angular developer,chromosis technology pvt ltd,strong experience typescript cs html oo javascript experience working integrating front end single page application restful service,3.990000009536743,1,240000.0,0,1.590000033378601,0,0,10,1222,131
python development internship,design nation,design nation research product engineering offer concept final product solution depth research relevant skill interest,3.5899999141693115,1,24000.0,0,1.840000033378601,0,0,23,4,118
business analyst,daemon software service,review analyze system specification product owner business team understand business clarify detail create user story detailed,3.1700000762939453,1,800389.0,0,2.119999885559082,0,0,11,57,125
wordpress developer,adonwebs com,design develop website using programming language front end back end connecting domain server technical part,3.559999942779541,1,123000.0,0,1.8600000143051147,0,0,32,1,108
junior data scientist ta,wsd consultant,ques candidate data science machine learning content development academic delivery experience faculty development program teaching,3.630000114440918,2,1100000.0,0,2.2100000381469727,0,0,7,47,130
web developer html cs,riverswave technology pvt ltd,proficiency javascript jquery bootstrap flexbox grid layout html experience development html template scratch,3.0299999713897705,1,270000.0,0,1.9199999570846558,0,0,11,1222,109
junior software engineer trainee,learnteq solutionskalyan nagar,candidate fresher looking work software company education background ba bcom bsc bca programming language job type full time freshersalary per yearschedule day shifteducation bachelor preferred experience software development occupation year preferred total work year preferred program development year preferred programming year preferred language english preferred,3.7200000286102295,1,134466.0,2,1.0,1,0,10,2,366
reactjs developer,srilekha home pvt ltd,software development year preferred skilled front end developer involved stage interface component design conception,3.9700000286102295,3,796373.0,0,2.0799999237060547,0,0,23,4,116
software engineer,intelizign engineering service pvt salwarpet,teamcenter server customization itk racstrong object oriented programming oops conceptsstrong hand knowledge c java advance c java conceptsbmide configuration data modelteamcenter soa developmentteamcenter architecture deployment c c javagood knowledge bmide codeful codeless customizationtc configuration e g preference acl style sheet etc bom managementjob type full time part time regular permanent contractual temporary freelance freshercontract length monthspart time hour per weeksalary per yearbenefits cell phone reimbursementcommuter assistancehealth insuranceschedule day shiftmorning shiftsupplemental pay commission payjoining bonusovertime payperformance bonusquarterly bonusshift allowanceyearly bonuseducation bachelor preferred experience net year preferred total work year preferred java year preferred,3.5,1,500000.0,2,1.0,1,0,22,5,819
data scientist,ageye technologoes,least year experience machine learning data engineering either academic industrial domain position type full time permanent,3.6600000858306885,1,650000.0,2,2.0,0,0,10,2,123
web developer noida work office,designed product,cogito technology strong presence usa delivery center delhi ncr india specializes human empowered automation mission help customer innovate scale solving day day data need using skilled demand workforce partner machine learning artificial intelligence technology ecommerce client develop high quality data set used build enhance various cutting edge business applicationswe looking responsible php wordpress laravel developer year experience responsible managing service interchange data server user candidate primary focus development server side logic definition maintenance central database ensuring high performance responsiveness request front end technical skill knowledge required strong knowledge php wordpress laravel sql html javascript cs jqueryresponsible work live project customize website per client requirement use clean code technique create new function website integration user facing element developed front end developer build efficient testable reusable php module solve complex performance problem architectural challengesuser authentication authorization multiple system server environmentsintegration manage multiple data source database one system creating database schema represent support business process familiarity sql sql database declarative query language strong object oriented programming design pattern knowledge seo friendly website note ability fix following error issue existing website wordpress php laravel website resolve website layout design structure error optimize website page speed mobile desktop eliminate render blocking resource remove unused javascript cs error reduce javascript execution time reduce initial server response time reduce impact third party code wordpress plugin code fix amp related issue need resolve animation error website need resolve w c validation cs error fix whole website reload issue fix designing issue cs j fix page image reload issue designation web developershift day full time office gender male femalectc k per montheducation graduation pgexperience php wordpresscompany address cogitoa sector noidaplease apply naukri email resumeregardsteam hrjob type full timesalary per monthbenefits provident fundschedule day shiftability commute relocate noida uttar pradesh reliably commute planning relocate starting work required education bachelor preferred experience total work year preferred,3.559999942779541,1,282000.0,2,3.0,1,0,26,63,2374
software developer,attica gold company,total work year required frontend backend fullstack php year required responsible researching designing implementing managing software,3.9,1,750000.0,0,3.0,0,0,10,2,134
jr software developer,brandquest solution,strong experience php nodejs good knowledge core php mvc framework laravel cakephp magento wordpress drupal woocommerce java node,3.630000114440918,1,210000.0,0,1.0,0,0,32,1,129
quality analyst,ficode software solution private limited,review requirement specification technical design document provide timely meaningful feedback year quality analyst,3.630000114440918,2,330000.0,0,2.9000000953674316,0,0,19,265,114
hr recruiter,interview cracker,salary per month salary per year looking full time tech recruiter year manage,4.769999980926514,2,17500.0,2,4.059999942779541,0,0,10,2,77
dot net developer leading software development company,cxo search,ensure best possible performance quality responsiveness application familiarity tier n tier architecture mvc,3.8499999046325684,1,390000.0,0,1.940000057220459,0,0,20,33,108
sr dotnet developer hyderabad location,kaizen sra technology private limited,sr dotnet developer experience year job location hyderabad good working experience asp net c oops concept jquery web asp net html webservices sql keen learn new technology like artificial intelligence machine learning working exposure test link jira git jenkins visual studio later oops concept cloud concept availability flexibility work collaboratively team proven track record able work independently mandatory skill asp net c jquery oops sql required detail current company current location current salary per annum expected salary per annum total exp relevant exp holding offer please detail actual notice period lwd serving np regard suresh year,4.360000133514404,23,550000.0,0,2.809999942779541,0,0,23,4,651
iot hardware software r engineer,macromancie india,develop adhere best practice developing application coordination developer cross functional requirement,3.7699999809265137,2,480000.0,0,2.25,1,0,32,1,103
web php developer required exp month,ai creatives,sound knowledge core php mvc framework codeigniter understanding open source cm like wordpress shopify plus hand experience,3.1700000762939453,86,222000.0,0,1.5299999713897705,0,0,29,43,123
support executive,floating number digital solution pvt ltd,total work year preferred,3.8399999141693115,1,132000.0,0,3.25,0,0,27,1222,25
mern stack developer,ducktale service,must experience mongo db react j node j experience angular j plus point must analytical problem solving skill,3.869999885559082,2,401784.0,0,1.809999942779541,0,0,19,265,109
core python developer,vap technology pvt ltd,integration user facing element developed front end developer server side logic design implementation high availability low latency,4.460000038146973,8,480000.0,0,2.0,0,0,27,6,131
backend developer python django,k techno service pvt ltd,minimum year relevant experience total work year required minimum year experience python django mandatory,3.2,58,1250000.0,0,3.0,0,0,0,13,105
data analyst developer,corceptual system india pvt ltd,working experience data analytical tool data analysis data analytical tool year required looking data analyst skill,3.819999933242798,1,900000.0,0,3.0,0,0,22,5,115
software engineer dotnet,prodevbase technology pvt,looking dotnet trained candidatesexp freshersshould well versed front end technologiesgood codingexcellent communicational skillsjob type full time regular permanent fresherpay per yearschedule day shiftmonday fridayeducation bachelor preferred work remotely temporarily due covid,3.640000104904175,1,200000.0,2,2.440000057220459,1,0,23,4,280
flutter developer,sikarwar software,following company policy quality procedure ensure quality product deliverable manage code project git order keep sync,3.369999885559082,1,210000.0,0,1.7599999904632568,0,0,7,47,117
android developer,connected venture technology,looking android developer responsible development maintenance application aimed vast number diverse android device primary focus development android application integration back end service working along side engineer developer working different layer infrastructure therefore commitment collaborative problem solving sophisticated design creating quality product essential responsibilitiestranslate design wireframes high quality codedesign build maintain high performance reusable reliable java codeensure best possible performance quality responsiveness applicationidentify correct bottleneck fix bugshelp maintain code quality organization automatizationskillsstrong knowledge android sdk different version android deal different screen sizesfamiliarity restful apis connect android application back end servicesstrong knowledge android ui design principle pattern best practicesexperience offline storage threading performance tuningability design application around natural user interface touch familiarity use additional sensor gyroscope accelerometersknowledge open source android ecosystem library available common tasksability understand business requirement translate technical requirementsfamiliarity cloud message apis push notificationsa knack benchmarking optimizationunderstanding google android design principle interface guidelinesproficient understanding code versioning tool gitfamiliarity continuous integrationexpected start date job type full timepay per monthschedule day shifteducation bachelor preferred experience android developer year preferred android development year required work remotely,3.9700000286102295,1,780000.0,2,1.0,1,0,22,37,1621
io developer,placjo technology pvt ltd,responsibility design build advanced application io platform collaborate cross functional team define design ship,4.010000228881836,1,600000.0,0,3.0,1,0,10,2,113
software engineering internship,squareboat,opportunity work directly mentorship designer developer startup founder working home remotely sometimes,3.140000104904175,1,150000.0,1,2.0999999046325684,0,0,32,1,103
io application developer,tutorial point india ltd,must designed developed beautiful mobile application must least year experience developing io apps,3.950000047683716,1,650778.0,0,1.809999942779541,0,0,23,4,98
software developer,ai engineer,designing developing software system using scientific analysis mathematical model predict measure outcome design consequence,3.680000066757202,5,252000.0,0,1.3700000047683716,0,0,23,55,124
academic coordinator,educloud,establish digital day day academic school college working hod principal teacher job title academic coordinator digital day,3.859999895095825,12,27500.0,0,2.0,1,0,6,21,122
information system mi head vp gm system edp mi,lakshya,good excel formula macro reporting data analysis digging would added advantage office based full time job,3.740000009536743,1,350000.0,2,2.430000066757202,0,0,19,265,105
freelance net developer,vijapura infotechhimat,need freelance net developer c workbench datacontract length monthspart time hour per weekjob type part time freelancesalary per hourschedule fixed shifteducation bachelor preferred experience net year preferred work remotely temporarily due covid,3.359999895095825,1,414612.0,1,1.0,1,0,6,1016,247
asic design,ani call india private limited,experience image processing computer vision machine learning application experience verifying digital logic rtl using systemverilog fpgas,3.680000066757202,50,1100000.0,0,1.8300000429153442,0,0,26,63,137
technician support,ai engineer,take ownership customer issue reported see problem resolution research diagnose troubleshoot identify solution resolve customer,4.079999923706055,5,285000.0,0,2.9100000858306885,0,0,7,169,127
software developer,fintech solution,year experience software developer full stack developer net mvc sql jquery json salary per month,3.7100000381469727,1,660000.0,0,2.0299999713897705,0,0,20,8,96
marketing analyst,evenion technology private limited,year experience market research analysis thorough knowledge marketing program strategy,4.400000095367432,1,300000.0,0,1.899999976158142,0,0,10,2,86
dot net developer,optimus information inc,proven experience using design pattern solid dry principle development work proven experience white box testing using nunit visual studio,3.3,1,800000.0,0,2.180000066757202,0,0,26,63,137
asp net developer,digicom software solution,digicom software solution indore looking software engineer work backend service rest apis using asp net core multi tier web portal application candidate responsible working team lead developing apis api documentation testing backend service new web app project flexible working hour able work home however must available come indore office needed business hour requirement personal attribute must self starter ability prioritize work independentlyable manage timeline deliverablesamazing team player constant learnermust posse great interpersonal group communication skillstechnical skill good knowledge c net frameworkgood knowledge experience working sql databaseexperience asp net core huge plusgood understanding http method status codesgood understanding jsoneducation must bachelor master degree computer science related field accredited college university job type full time part time regular permanent contractual temporary freelance freshersalary per monthbenefits flexible schedulework homeschedule flexible shifteducation bachelor preferred experience net year preferred software development occupation year preferred total work year preferred,3.990000009536743,1,265776.0,2,1.0,1,0,12,14,1154
io developer,yobored,familiarity restful apis connect io application back end service proven working experience software development,4.5,1,700000.0,0,1.3799999952316284,0,0,10,2,111
qa automation engineer indeed apply accessibility automat,indeed,technology like jenkins git docker unix command shell script aws rabbitmq machine learning find reliable scalable way automate functional,4.3,21,2940000.0,0,1.559999942779541,0,0,23,4,137
junior software engineer,amogha tech,develop quality software web application analyze maintain existing software application tech computer science related field mca,2.5299999713897705,1,180000.0,0,2.450000047683716,1,0,22,5,127
recruitment domestic wfh,e solution inc,manage full life cycle recruiting process work closely hiring manager determine best recruiting approach gain understanding,3.5,3,250000.0,0,2.119999885559082,0,0,26,63,123
react native developer,jprwebs communication pvt ltd,react native developer jprwebs associated development application different business requirement,3.869999885559082,6,448806.0,0,2.0,0,0,20,8,96
embedded software engineer,atlanta system pvt ltd,proven experience embedded system design preemptive multitasking real time operating system experience hand development troubleshooting,3.8,3,210000.0,0,3.319999933242798,1,0,32,1,135
quality assurance internship,kepsla,focus organizing travel search data using artificial intelligence machine learning provide excellent experience traveler making,3.7899999618530273,1,210000.0,0,1.7400000095367432,0,0,10,2,127
reactjs developer,newage product inc,looking experienced yr experience knowledge source code versioning control using git github added advantage,3.490000009536743,1,500000.0,0,3.0,0,0,13,0,107
angular developer,appzlogic,looking angularjs developer responsible implementing complete user interface form mobile desktop web app focus performance thorough understanding component platform infrastructure required responsibilitiesdelivering complete front end applicationensuring high performance mobile desktopwriting tested idiomatic documented javascript html csscoordinating workflow graphic designer html coder yourselfcooperating back end developer process building restful apicommunicating external web servicesskills qualificationsproficiency javascript html professional precise communication skillsdeep knowledge angularjs practice commonly used module based extensive work experiencecreating self contained reusable testable module componentsensuring clear dependency chain regard app logic well file systemability provide seo solution single page appsextensive knowledge cs j method providing performant visual effect keeping framerate fps timesthorough understanding responsibility platform database api caching layer proxy web service used systemvalidating user action client side providing responsive feedbackwriting non blocking code resorting advanced technique multi threading neededcreating custom general use module component extend element module core angularjsexperience level operation available front end creating xhrs vanilla j using custom wrapper around resourceexperience building infrastructure serving front end app assetsarchitecting automating build process production using task runner scriptsdocumenting code inline using jsdoc conventionswriting extensive unit test using automated tdd taskscreating e e test suite component running protractor well reasoned alternative creating configuration build test script continuous integration environmentsjob type full timesalary per monthschedule day shifteducation bachelor preferred experience total work year required software development year preferred angular j year required,4.050000190734863,1,420000.0,2,2.0,1,0,26,63,1932
reactjs developer,redblink technology,writing application interface code using javascript following react j workflow developing implementing highly responsive user interface component using,3.640000104904175,1,849672.0,0,1.2100000381469727,0,0,19,265,151
html developer,eclat engineering,work closely front end developer assist integrating html relevant frontend technology develop interactive web uis template,3.940000057220459,2,330000.0,0,1.3799999952316284,0,0,6,3,122
research fellow computer science,departmet computer science information technology manuu,essential qualification post graduate computer engineering science application equivalentexperiences one year experience exposure data science machine learning tool one year experience content collection content development coordinate various stakeholder ensure work collection input follow knowledge internet search coverage scientific event preparation report desirable carryout mathematical modelling simulation various kind data using data science ml tool providing service solving technical difficulty addressing intellectual disability related problem using existing job responsibilitiesdesign develop machine learning model preparation software requirement specification documentpreparation software design document technical reportsdesign test case mobile web applicationjob type full time contractual temporarycontract length monthssalary per monthschedule day shiftcovid consideration yes,3.75,1,480000.0,2,2.069999933242798,3,0,23,4,898
web developer designer,bling,must eye design able create beautiful uis looking like latest current edge website work new cool ai product,2.940000057220459,3,355380.0,0,2.200000047683716,0,0,32,1,107
net developer,zcon solution pvt ltd,must done project net,4.28000020980835,1,300108.0,0,2.2200000286102295,1,0,13,7,21
software developer fresher,infox technology,developing ar application unity android btech mtech bca mca bsc computer science msc computer science student passout apply,4.389999866485596,1,216000.0,0,2.259999990463257,0,0,11,67,123
full stack developer,delimp technology pvt ltd,software development year preferred minimum year experience full stack developer sr system engineer,4.309999942779541,2,900000.0,0,1.9800000190734863,0,0,26,63,99
android flutter developer,cliffex,experience json xml javascript interfacing application server side api cliffex looking app developer working experience,2.809999942779541,3,372000.0,0,1.840000033378601,0,0,26,63,119
vue j developer,rovi innovation pvt ltd mall com,track record working agile setup using continuous deployment delivery experience web application profiling using tool chrome devtools,3.630000114440918,2,693932.5,0,1.9800000190734863,0,0,26,63,133
software developer angular nodejs,client incruiter,year experience nodejs angular nodejs angular year required total work year required must soft skill,3.4800000190734863,1,800000.0,0,3.0,0,0,13,7,100
software testing engineer,agami technology,open work technology interested research extremely proficient english acumen learn new thing,3.0,1,141000.0,0,2.4200000762939453,0,0,26,63,92
data science intern,zeominds solution pvt,candidate graduate year experience domain field trained strong knowledge python stats sql machine learning deep learning nlp cv job type full time regular permanent internshipsalary per yearschedule monday fridaymorning shiftability commute relocate hyderabad telangana reliably commute willing relocate employer provided relocation package preferred education bachelor preferred work remotely nospeak employer xxxxxxxxxx,3.880000114440918,1,550000.0,2,4.0,3,0,23,4,421
ai specialist medical imaging,lifebytes india pvt ltd,candidate demonstrated experience machine learning deep learning develop machine deep learning model using histopathological imaging,4.110000133514404,1,1000000.0,0,1.0,1,0,10,2,132
engineer,ntop infosec,taking ownership customer issue reported seeing problem resolution researching diagnosing troubleshooting identifying solution,3.9100000858306885,1,150360.0,0,3.490000009536743,0,0,32,1,126
python developer,h associate,implement security data protection solution bsc computer science engineering relevant field sanitising disinfecting cleaning procedure,4.070000171661377,1,240000.0,0,2.5199999809265137,0,0,20,8,134
admission counselor,inzpira education llp,contacting potential existing student inform product course service contact potential existing student customer inform,3.990000009536743,1,192000.0,0,1.0,1,0,38,1222,118
technical support executive,arccaa analytics solution llp,provide level client support technical issue resolution via crm sale force tool phone email medium willing commute,3.5899999141693115,2,465000.0,0,1.2799999713897705,0,0,23,4,114
u recruiter,attratusit,part time hour per week proficiency understanding recruitment cycle person take care quality well quantity required,3.2300000190734863,1,360000.0,0,2.9100000858306885,0,0,38,1222,115
full stack developer,goalsmapper pte ltd,participate design new product feature goalsmappertm leverage smart technology allow adviser take consumer financial information,4.099999904632568,1,1920000.0,0,5.0,1,0,32,1,128
python developer,hashstudioz technology pvt ltd,excellent understanding python experience developing web application python framework like django flask etc open work new technology,4.21999979019165,3,300000.0,0,1.0,0,0,26,63,132
data scientist,kellyocg,support drive develop data science solution give new business insight impacting quality performance across organisation,3.5,33,2000000.0,0,1.0,1,0,10,2,119
sr u recruiter,executive software guild inc,maintaining internal data base consultant per skill set minimum year experience technical talent acquisition,4.159999847412109,1,400000.0,0,5.0,0,0,23,4,108
python developer,tyutee,forget huge upskilling cost focus learning getting certified zero upfront cost leaving burden getting placed u,3.950000047683716,1,720000.0,0,2.4100000858306885,1,0,10,2,110
net developer remote,lambda vision ixxo,lambda vision france based blockchain startup bring private data network public blockchain together provide distributed access right management orchestrated public blockchain seeking net developer responsible building net application using asp net primary responsibility design develop layer application coordinate rest team working different layer infrastructure commitment collaborative problem solving sophisticated design quality product essential responsibilitiestranslate application storyboards use case functional applicationsdesign build maintain efficient reusable reliable codeintegrate data storage solutionsensure best possible performance quality responsiveness applicationsidentify bottleneck bug devise solution mitigate address issueshelp maintain code quality organization automatizationskillsstrong knowledge net web frameworkproficient c vb net good knowledge ecosystemsfamiliarity mono frameworkstrong understanding object oriented programmingskill writing reusable librariesfamiliar various design architectural patternsexperience popular web application frameworksknack writing clean readable easily maintainable codeunderstanding fundamental design principle building scalable applicationexperience creating database schema represent support business processesexperience implementing automated testing platform unit testsjob type part time freelancecontract length monthspart time hour per weeksalary per hourschedule monday fridayeducation bachelor required experience aws year preferred asp net year preferred apis year preferred net year required,4.119999885559082,1,1425600.0,0,2.0,1,0,13,0,1573
support engineer fresher,suntech business solution,technical support engineer desktop support engineer good understanding computer system mobile device tech product,3.880000114440918,1,210000.0,0,1.8899999856948853,0,0,11,57,113
java developer,cornertree consulting pvt ltd,job description translation complex functional requirement technical requirement implementing maintaining coherent progressive,3.4100000858306885,2,750000.0,0,1.6100000143051147,0,0,10,2,126
junior software developer,coloredcow consulting pvt,bring table bachelor degree engineering computer science background understanding basic database management sdlc data structure algorithm self driven curious learn proactive result orienteddo skill software developer excite order become expert field team guide learning following skill however prior knowledge help getting faster building custom software developing clientside serverside integration rd party tool servicesunit test moduleseffectively using tool git github sublimetext vscode npm composer grunt gulp browser devtools command line interface deliver best understanding business domain working close proximity client discus requirement deliver end end resultsowning maintenance cloud infrastructure application learning new technology framework knowledge ofback end programming laravel wordpress codeigniterfront end programming ecmascript sas le bootstrap vuejs v mastering concept version control design pattern continuous integration testing framework laravel performance optimization programming standard best practice role responsibility junior software developer follow best practice software development work database system write optimal query code build software communicate team share regular update daily standups project meeting retrospective good understanding server infrastructure work towards weekly software release part peer code review weekly tech meeting coloredcow past software development project glific open source two way communication application built partnership tech dev san francisco based foundation enables ngo chat make impact life community support plio improves learning outcome making online learning interactive help overlaying question throughout video coloredcow portal platform enables organization effectively manage operation data using gsuite right environment believe giving ample opportunity captain ship growth oriented organization positive inclusive work culture non hierarchical team structure allow much room growth dream office gurgaon tehri dwarahat great work life balance living working hill fast paced city job type full time regular permanentsalary per yearbenefits food allowancehealth insuranceschedule day shiftflexible shiftexperience total work year preferred,4.320000171661377,1,360000.0,2,1.0,1,1,7,47,2233
software developer,clear nexus inc,softwarer infrastructure developer clear nexus looking experienced infrastructure development professional mission lead team,3.799999952316284,109,704604.0,0,2.640000104904175,0,0,13,0,124
website developer,bizfilla venture,kartfilla division bizfilla venture deal offshore project software development expertise e commerce website designing,3.819999933242798,1,162000.0,0,1.9299999475479126,0,0,32,1,117
robotics automation design internship,synapse robotics,also experienced technician fabrication assembly available full time office internship,4.019999980926514,1,24000.0,2,2.2200000286102295,0,0,22,37,86
hybrid mobile application developer,uveous technology,responsible end end mobile application development lifecycle compiling deployment flexible according client business need,3.8399999141693115,2,360000.0,0,2.069999933242798,0,0,26,63,121
technician utp cabling,jayatma technology pvt ltd,task small project support per management requirement hand field experience utp cabling ofc cabling rack installation maintenance end,3.869999885559082,3,244494.0,0,2.3499999046325684,0,0,6,74,133
front end developer,getyoteam,front end developer responsible ensuring alignment web design user experience requirement optimizing web page maximum efficiency,3.559999942779541,1,270000.0,0,1.809999942779541,0,0,6,3,128
software developer,xbiz techventures pvt ltd,collaborate team solve cross functional challenge design code new feature functionality ensure coding standard practice,3.930000066757202,1,650000.0,0,1.4500000476837158,0,0,13,0,119
e learning developer,bluechip job,graduate postgraduate degree multimedia design instructional design similar certification hiring leading nbfc south posted,3.9100000858306885,1,450000.0,0,1.7699999809265137,3,0,37,1222,122
recruiter,cadmaxx solution private limited,preferable skill technical recruiter good exposure networking infrastructure skill,3.8499999046325684,1,262500.0,0,4.340000152587891,0,0,22,5,82
php web developer,global software,experienced developing web application apis javascript using framework comfortable creating client application,2.3,1,300000.0,0,2.119999885559082,0,0,22,88,110
recruiter bring device,haldivita farmorigin agroscience p ltd,writing job description posting relevant medium platform sourcing attracting candidate using database social medium etc,4.269999980926514,1,22500.0,0,2.5799999237060547,0,0,32,1,119
full stack developer,zelig solution pvt ltd,build front end application appealing visual design experience developing desktop mobile application total experience year required,4.159999847412109,1,550000.0,0,3.0,1,0,32,1,131
junior java developer,gembrill technology,pleased introduce u based product based company established year urgent opening java developer,4.0,1,162000.0,0,2.7100000381469727,0,0,22,5,94
full stack developer,motif,full stack developer responsible developing designing front end web architecture ensuring responsiveness application working alongside,3.5999999046325684,1,690000.0,0,3.299999952316284,0,0,32,1,134
full stack developer,isitca private limited,experience developing desktop mobile application familiarity sql non sql database e g mysql mongodb web server e g apache nginx,3.1600000858306885,1,330000.0,0,3.5199999809265137,0,0,26,63,127
backend developer,languify,full time completely remote opportunity iit alum startup looking well experienced backend programmer proficiency nodejs npm,4.03000020980835,2,420000.0,2,1.0,1,0,38,1222,123
front end developer,muoro,front end development year preferred angular javascript html cs bootstrap d algo proficient understanding code versioning tool,3.3499999046325684,4,840000.0,0,1.190000057220459,0,0,7,47,126
